X_Value Y_Value Z_Value a b c
-22.25 65.55 -1.95 0 0 0 
-16.85001 63.75 -5.55 0 0 0 
-12.05 62.55 -1.35 0 0 0 
13.45 59.25 -26.85 0 0 0 
11.64999 54.14999 -22.95 0 0 0 
-6.050003 68.55 -29.25 0 0 0 
0.8500061 63.75 -28.05 0 0 0 
-5.75 68.55 -28.05 0 0 0 
-5.75 67.95 -25.35 0 0 0 
-4.850006 67.64999 -25.05 0 0 0 
0.25 61.05 -20.55 0 0 0 
0.8500061 62.25 -21.45 0 0 0 
-6.050003 66.75 -22.35 0 0 0 
-6.050003 65.85001 -19.95 0 0 0 
1.75 62.85001 -25.65 0 0 0 
3.550003 61.05 -22.35 0 0 0 
2.949997 59.55 -21.15 0 0 0 
13.75 59.55 -27.45 0 0 0 
-0.6499939 58.95 -17.85 0 0 0 
-2.149994 54.75 -10.95 0 0 0 
-1.850006 55.05 -10.05 0 0 0 
-0.6499939 52.35 -7.65 0 0 0 
-1.850006 54.75 -8.25 0 0 0 
-0.9499969 55.35001 -4.95 0 0 0 
0.5500031 53.85001 -3.15 0 0 0 
-0.6499939 55.64999 -4.35 0 0 0 
-1.25 57.14999 -1.05 0 0 0 
-6.649994 63.75 -16.95 0 0 0 
-6.949997 62.85001 -15.45 0 0 0 
-6.350006 65.25 -19.05 0 0 0 
-7.25 60.75 -8.55 0 0 0 
-6.649994 61.35001 -5.85 0 0 0 
-6.649994 60.75 -3.75 0 0 0 
-4.850006 59.85001 -2.55 0 0 0 
65.04999 11.25 -19.95 0 0 0 
67.14999 18.15 -21.75 0 0 0 
68.64999 18.45 -21.45 0 0 0 
63.25 25.95 -22.05 0 0 0 
68.35001 27.15 -23.85 0 0 0 
54.55 31.05 -20.55 0 0 0 
52.14999 36.15 -21.15 0 0 0 
61.45001 36.15 -24.15 0 0 0 
67.75 37.65 -25.05 0 0 0 
60.54999 36.15 -23.85 0 0 0 
66.25 2.550003 -17.25 0 0 0 
66.85001 2.550003 -17.25 0 0 0 
66.25 2.849998 -16.65 0 0 0 
64.45001 11.25 -19.05 0 0 0 
50.05 16.35 -11.55 0 0 0 
50.05 2.25 -2.25 0 0 0 
40.75 37.65 -10.05 0 0 0 
45.85001 21.45 -3.75 0 0 0 
44.35001 27.45 -3.75 0 0 0 
42.25 37.35 -5.85 0 0 0 
43.45 33.15 -3.75 0 0 0 
44.35001 30.75 -0.75 0 0 0 
43.14999 37.05 -3.45 0 0 0 
41.95 39.15 -1.35 0 0 0 
82.75 6.449997 -29.85 0 0 0 
71.64999 2.25 -19.95 0 0 0 
76.75 3.75 -22.35 0 0 0 
75.25 4.349998 -20.85 0 0 0 
71.04999 9.150002 -20.25 0 0 0 
78.25 7.349998 -22.05 0 0 0 
76.45001 10.65 -22.35 0 0 0 
77.35001 11.25 -22.65 0 0 0 
74.35001 10.05 -21.45 0 0 0 
80.04999 2.849998 -28.65 0 0 0 
78.85001 3.150002 -25.35 0 0 0 
82.14999 6.449997 -24.45 0 0 0 
84.85001 7.650002 -26.85 0 0 0 
85.14999 7.349998 -25.35 0 0 0 
84.85001 9.449997 -24.75 0 0 0 
85.75 9.449997 -25.35 0 0 0 
80.64999 6.75 -23.55 0 0 0 
78.85001 8.849998 -22.05 0 0 0 
78.54999 10.95 -22.95 0 0 0 
79.45001 10.65 -22.65 0 0 0 
76.45001 20.85 -25.65 0 0 0 
72.25 13.95 -22.35 0 0 0 
73.75 11.85 -21.75 0 0 0 
76.45001 12.45 -22.95 0 0 0 
77.04999 12.45 -22.65 0 0 0 
71.04999 19.35 -22.95 0 0 0 
72.25 19.65 -23.25 0 0 0 
80.95001 13.95 -24.45 0 0 0 
83.64999 11.85 -24.75 0 0 0 
85.14999 12.45 -24.75 0 0 0 
87.85001 11.55 -25.65 0 0 0 
85.75 12.45 -25.05 0 0 0 
83.35001 14.55 -25.05 0 0 0 
78.54999 16.35 -24.75 0 0 0 
83.04999 17.85 -25.95 0 0 0 
85.75 18.75 -27.15 0 0 0 
83.64999 18.15 -25.65 0 0 0 
89.04999 11.55 -26.55 0 0 0 
90.85001 13.65 -27.75 0 0 0 
88.45001 13.05 -25.95 0 0 0 
89.35001 16.65 -27.45 0 0 0 
77.95001 21.15 -25.65 0 0 0 
76.45001 28.65 -26.55 0 0 0 
74.04999 28.35 -25.65 0 0 0 
82.75 22.65 -26.85 0 0 0 
84.25 22.95 -27.75 0 0 0 
80.04999 29.55 -27.75 0 0 0 
81.25 29.55 -28.05 0 0 0 
69.54999 33.75 -24.45 0 0 0 
77.64999 35.25 -27.15 0 0 0 
69.25 37.95 -24.75 0 0 0 
77.95001 39.75 -27.15 0 0 0 
79.45001 35.85 -27.75 0 0 0 
81.25 36.15 -28.05 0 0 0 
83.64999 36.45 -28.65 0 0 0 
72.25 5.25 -19.05 0 0 0 
42.55 58.35001 -29.55 0 0 0 
42.55 47.25 -20.55 0 0 0 
49.45 47.55 -22.05 0 0 0 
46.45 48.75 -20.85 0 0 0 
38.95 55.95 -26.25 0 0 0 
38.95 54.45 -20.25 0 0 0 
32.95 55.95 -23.25 0 0 0 
38.95 55.95 -21.75 0 0 0 
38.95 55.35001 -20.25 0 0 0 
46.45 52.35 -25.35 0 0 0 
41.95 57.14999 -28.05 0 0 0 
41.35001 55.05 -24.75 0 0 0 
40.75 52.95 -22.05 0 0 0 
51.25 57.45 -29.25 0 0 0 
56.04999 57.45 -30.15 0 0 0 
66.25 54.75 -28.95 0 0 0 
67.14999 55.05 -28.95 0 0 0 
56.35001 44.85 -25.35 0 0 0 
56.64999 44.85 -24.75 0 0 0 
58.45001 45.45 -25.65 0 0 0 
51.25 42.75 -22.65 0 0 0 
53.35001 43.65 -23.55 0 0 0 
49.75 48.15 -22.95 0 0 0 
51.25 49.35 -22.35 0 0 0 
62.64999 46.95 -27.15 0 0 0 
59.64999 45.75 -25.65 0 0 0 
68.04999 48.75 -28.65 0 0 0 
52.14999 49.95 -24.15 0 0 0 
51.25 54.14999 -26.25 0 0 0 
57.54999 51.45 -28.35 0 0 0 
56.04999 50.55 -25.65 0 0 0 
57.85001 51.15 -26.25 0 0 0 
51.25 55.95 -28.65 0 0 0 
51.55 55.05 -26.55 0 0 0 
51.55 57.45 -28.65 0 0 0 
56.64999 55.64999 -27.15 0 0 0 
54.55 51.45 -23.25 0 0 0 
65.35001 52.65 -27.75 0 0 0 
67.75 55.35001 -28.65 0 0 0 
38.05 60.14999 -28.35 0 0 0 
38.35001 46.35 -14.85 0 0 0 
38.95 43.95 -11.85 0 0 0 
38.05 45.15 -12.45 0 0 0 
42.85001 45.15 -18.15 0 0 0 
40.14999 49.65 -14.25 0 0 0 
39.55 42.15 -8.55 0 0 0 
34.45 49.35 -6.45 0 0 0 
39.85001 47.55 -6.15 0 0 0 
39.85001 45.45 -0.45 0 0 0 
41.64999 41.85 -6.15 0 0 0 
41.05 43.05 -5.85 0 0 0 
41.05 42.45 -4.35 0 0 0 
40.75 43.65 -3.75 0 0 0 
40.45 41.85 -1.65 0 0 0 
40.14999 45.45 -2.85 0 0 0 
40.45 46.95 -0.45 0 0 0 
32.05 51.75 -2.85 0 0 0 
40.75 51.15 -4.35 0 0 0 
41.05 51.15 -1.05 0 0 0 
42.55 60.45 -1.05 0 0 0 
69.85001 54.45 -29.25 0 0 0 
69.54999 55.05 -30.15 0 0 0 
71.95001 41.25 -25.65 0 0 0 
76.75 42.45 -27.15 0 0 0 
78.25 42.75 -27.45 0 0 0 
68.95001 48.75 -27.75 0 0 0 
72.25 49.65 -27.75 0 0 0 
79.14999 43.05 -28.05 0 0 0 
73.75 50.25 -28.05 0 0 0 
-59.75 82.05 -40.95 0 0 0 
-56.14999 82.95 -40.05 0 0 0 
-59.75 84.45 -38.85 0 0 0 
-54.64999 83.25 -41.25 0 0 0 
-48.64999 83.25 -42.45 0 0 0 
-46.55 82.64999 -40.65 0 0 0 
-61.55 83.25 -37.65 0 0 0 
-57.95 80.85001 -33.75 0 0 0 
-62.75 83.55 -38.25 0 0 0 
-56.14999 83.55 -35.85 0 0 0 
-59.14999 82.95 -32.25 0 0 0 
-53.75 82.05 -37.35 0 0 0 
-55.55 82.64999 -36.45 0 0 0 
-55.85001 83.25 -35.25 0 0 0 
-49.55 82.95 -37.65 0 0 0 
-48.35001 82.64999 -37.05 0 0 0 
-48.05 82.05 -35.25 0 0 0 
-54.05 85.95 -37.35 0 0 0 
-51.05 84.45 -33.75 0 0 0 
-54.95 82.64999 -33.15 0 0 0 
-51.95 79.64999 -29.25 0 0 0 
-47.14999 79.64999 -30.15 0 0 0 
-46.85001 78.75 -29.25 0 0 0 
-51.95 85.05 -33.45 0 0 0 
-51.05 80.55 -27.15 0 0 0 
-50.45 82.64999 -28.65 0 0 0 
-47.45 81.14999 -27.75 0 0 0 
-46.55 80.25 -26.25 0 0 0 
-46.25 82.05 -40.95 0 0 0 
-45.05 82.05 -36.75 0 0 0 
-45.64999 81.75 -35.25 0 0 0 
-38.14999 79.95 -37.65 0 0 0 
-45.35001 79.35001 -29.55 0 0 0 
-44.45 79.35001 -29.25 0 0 0 
-46.25 84.75 -29.25 0 0 0 
-45.64999 79.64999 -25.35 0 0 0 
-43.85001 81.45 -25.05 0 0 0 
-39.35001 79.05 -20.85 0 0 0 
-0.9032135 -49.81947 -38.85 0 0 0 
4.779405 -50.94987 -37.35 0 0 0 
5.561551 -50.2027 -34.05 0 0 0 
-0.7640505 -48.88106 -37.35 0 0 0 
-1.111591 -48.63771 -37.35 0 0 0 
-0.8161459 -48.58562 -35.25 0 0 0 
1.216984 -49.75026 -36.15 0 0 0 
3.632611 -49.62894 -34.65 0 0 0 
-1.024523 -47.40385 -32.85 0 0 0 
-0.8332672 -46.76086 -31.65 0 0 0 
-0.294486 -46.36124 -30.15 0 0 0 
5.700713 -49.26428 -32.85 0 0 0 
3.476327 -48.74261 -31.35 0 0 0 
3.667584 -48.09964 -30.15 0 0 0 
4.901444 -48.18671 -29.85 0 0 0 
1.33901 -46.98709 -29.55 0 0 0 
1.47817 -46.04867 -28.05 0 0 0 
4.693067 -47.00494 -27.75 0 0 0 
3.598368 -45.97945 -26.25 0 0 0 
5.023484 -45.42353 -24.75 0 0 0 
6.552062 -50.63731 -35.55 0 0 0 
10.89663 -51.08976 -33.75 0 0 0 
10.89663 -51.08976 -33.45 0 0 0 
9.402294 -49.52547 -30.15 0 0 0 
14.49404 -50.76006 -32.25 0 0 0 
14.1465 -50.51672 -30.75 0 0 0 
6.534939 -48.81256 -31.35 0 0 0 
6.534939 -48.81256 -29.85 0 0 0 
5.787765 -48.03042 -28.95 0 0 0 
23.49718 -43.08001 -34.05 0 0 0 
21.18575 -43.79221 -32.55 0 0 0 
21.58538 -44.33099 -29.55 0 0 0 
14.52901 -49.23076 -28.35 0 0 0 
14.12937 -48.69196 -26.85 0 0 0 
14.42482 -48.63987 -26.25 0 0 0 
6.674101 -47.87414 -28.05 0 0 0 
7.508328 -47.42242 -26.55 0 0 0 
8.255502 -48.20454 -27.75 0 0 0 
8.203407 -47.9091 -26.55 0 0 0 
10.37568 -48.13534 -25.95 0 0 0 
9.333078 -47.40529 -25.05 0 0 0 
6.517817 -46.98781 -25.65 0 0 0 
7.64749 -46.48399 -24.45 0 0 0 
8.047124 -47.02278 -24.45 0 0 0 
12.20044 -48.11821 -25.65 0 0 0 
13.4343 -48.20527 -25.65 0 0 0 
14.07728 -48.39652 -24.75 0 0 0 
15.25905 -48.18814 -24.45 0 0 0 
7.543302 -45.8931 -23.55 0 0 0 
6.796126 -45.11097 -22.05 0 0 0 
9.176796 -46.51896 -22.65 0 0 0 
8.325433 -45.14594 -21.75 0 0 0 
9.315958 -45.58054 -21.15 0 0 0 
10.46275 -46.90147 -23.55 0 0 0 
13.97309 -47.80564 -23.85 0 0 0 
13.27801 -47.31894 -22.95 0 0 0 
13.81681 -46.91931 -22.05 0 0 0 
10.35856 -46.31058 -22.05 0 0 0 
12.8263 -46.48471 -20.55 0 0 0 
13.12173 -46.43262 -20.25 0 0 0 
10.25437 -45.7197 -19.65 0 0 0 
13.06963 -46.13718 -20.85 0 0 0 
12.91335 -45.25085 -19.35 0 0 0 
16.545 -48.57066 -26.85 0 0 0 
16.49291 -48.27521 -24.45 0 0 0 
16.44081 -47.97977 -24.45 0 0 0 
21.63747 -44.62643 -28.65 0 0 0 
20.10817 -44.59146 -26.85 0 0 0 
21.13365 -43.49677 -26.25 0 0 0 
15.4503 -47.54517 -23.55 0 0 0 
16.38872 -47.68433 -22.65 0 0 0 
16.23244 -46.798 -21.75 0 0 0 
18.57886 -44.5565 -23.85 0 0 0 
16.23244 -46.798 -20.85 0 0 0 
15.24193 -46.3634 -19.35 0 0 0 
18.28342 -44.60859 -20.25 0 0 0 
19.70853 -44.05267 -22.35 0 0 0 
19.84769 -43.11425 -19.35 0 0 0 
11.6274 -44.86834 -18.75 0 0 0 
13.55634 -45.4421 -18.45 0 0 0 
13.45215 -44.85122 -18.15 0 0 0 
12.70497 -44.06908 -17.25 0 0 0 
13.6434 -44.20824 -16.65 0 0 0 
18.4397 -45.49492 -18.45 0 0 0 
15.97196 -45.32079 -17.85 0 0 0 
17.04955 -44.52152 -17.55 0 0 0 
19.46518 -44.40021 -18.45 0 0 0 
18.12713 -43.72226 -17.55 0 0 0 
14.82517 -43.99986 -15.75 0 0 0 
16.05903 -44.08692 -15.45 0 0 0 
18.07504 -43.42682 -15.75 0 0 0 
18.90926 -42.9751 -14.85 0 0 0 
20.73402 -42.95797 -19.05 0 0 0 
20.38648 -42.71462 -17.25 0 0 0 
19.55225 -43.16634 -15.75 0 0 0 
-36.56251 -39.35263 -38.55 0 0 0 
-35.29368 -37.91039 -37.35 0 0 0 
-35.93665 -37.71914 -37.35 0 0 0 
-39.3428 -37.40585 -35.55 0 0 0 
-38.99526 -37.6492 -34.35 0 0 0 
-39.79453 -36.57162 -34.05 0 0 0 
-36.82298 -37.87543 -34.95 0 0 0 
-38.76904 -35.47691 -34.35 0 0 0 
-40.21128 -34.20808 -34.05 0 0 0 
-40.43751 -36.38036 -33.15 0 0 0 
-40.88923 -35.54613 -31.65 0 0 0 
-41.28886 -35.00734 -31.05 0 0 0 
-41.68849 -34.46855 -30.45 0 0 0 
-37.86559 -37.14538 -33.15 0 0 0 
-38.26522 -36.60659 -32.55 0 0 0 
-36.63173 -37.23244 -33.15 0 0 0 
-37.62223 -36.79784 -31.95 0 0 0 
-38.87323 -34.88603 -32.55 0 0 0 
-38.97742 -34.29514 -32.85 0 0 0 
-38.57779 -34.83394 -32.25 0 0 0 
-39.08161 -33.70426 -31.65 0 0 0 
-37.20477 -33.98258 -32.25 0 0 0 
-38.66486 -36.06779 -30.45 0 0 0 
-39.37705 -33.75636 -31.05 0 0 0 
-39.81165 -34.74686 -29.25 0 0 0 
-37.50021 -34.03467 -30.45 0 0 0 
-35.65834 -35.8423 -27.15 0 0 0 
-39.96793 -33.86055 -26.55 0 0 0 
-46.72741 -28.35061 -28.95 0 0 0 
-41.35808 -32.88715 -31.35 0 0 0 
-41.75771 -32.34836 -30.75 0 0 0 
-41.35808 -32.88715 -29.85 0 0 0 
-41.56645 -31.70538 -29.85 0 0 0 
-43.54749 -30.83618 -29.85 0 0 0 
-40.36757 -33.32175 -32.25 0 0 0 
-39.13371 -33.40882 -31.95 0 0 0 
-40.7151 -33.07841 -30.75 0 0 0 
-39.23789 -32.81793 -30.75 0 0 0 
-40.7151 -33.07841 -29.85 0 0 0 
-40.57594 -32.13998 -29.85 0 0 0 
-39.34208 -32.22705 -29.85 0 0 0 
-37.95194 -33.20044 -28.95 0 0 0 
-47.42249 -27.86391 -25.35 0 0 0 
-48.62138 -26.24754 -25.35 0 0 0 
-46.93579 -27.16884 -23.85 0 0 0 
-47.68296 -26.3867 -22.95 0 0 0 
-47.33542 -26.63005 -19.35 0 0 0 
-41.60143 -33.23469 -27.75 0 0 0 
-41.70562 -32.6438 -27.75 0 0 0 
-42.2965 -32.74799 -27.45 0 0 0 
-41.37521 -31.0624 -27.75 0 0 0 
-41.77483 -30.52361 -26.85 0 0 0 
-43.84293 -30.88828 -24.75 0 0 0 
-43.49539 -31.13162 -25.35 0 0 0 
-41.63568 -29.58519 -25.35 0 0 0 
-43.40833 -29.89776 -24.15 0 0 0 
-39.93296 -32.33124 -28.35 0 0 0 
-39.44627 -31.63616 -28.65 0 0 0 
-40.2805 -32.08789 -26.85 0 0 0 
-38.50784 -31.77532 -27.75 0 0 0 
-38.61203 -31.18444 -26.85 0 0 0 
-41.13186 -30.71487 -27.75 0 0 0 
-40.14134 -31.14947 -26.85 0 0 0 
-39.65465 -30.4544 -26.85 0 0 0 
-41.02767 -31.30576 -25.95 0 0 0 
-40.83641 -30.66277 -25.65 0 0 0 
-40.64516 -30.01979 -26.25 0 0 0 
-40.24553 -30.55859 -25.05 0 0 0 
-39.11585 -30.05476 -24.45 0 0 0 
-40.74935 -29.42891 -24.15 0 0 0 
-39.86303 -29.27262 -24.45 0 0 0 
-46.03235 -28.8373 -26.85 0 0 0 
-46.13654 -28.24642 -25.05 0 0 0 
-43.6688 -28.42055 -24.15 0 0 0 
-44.19047 -30.64493 -23.25 0 0 0 
-44.6422 -29.8107 -22.35 0 0 0 
-41.68777 -29.28975 -23.25 0 0 0 
-43.30414 -30.48864 -20.25 0 0 0 
-41.39233 -29.23766 -23.25 0 0 0 
-40.4539 -29.37682 -22.65 0 0 0 
-37.98618 -29.55095 -20.55 0 0 0 
-44.6943 -29.51525 -22.05 0 0 0 
-41.89616 -28.10798 -22.95 0 0 0 
-43.58175 -27.18668 -21.75 0 0 0 
-45.28517 -29.61944 -21.45 0 0 0 
-45.04182 -29.2719 -21.15 0 0 0 
-45.54564 -28.14223 -20.85 0 0 0 
-46.03235 -28.8373 -19.95 0 0 0 
-45.89318 -27.89888 -20.25 0 0 0 
-44.76351 -27.39506 -20.25 0 0 0 
-42.33075 -29.0985 -20.25 0 0 0 
-45.9624 -25.77869 -20.85 0 0 0 
-46.01449 -25.48325 -20.25 0 0 0 
-42.74751 -26.73496 -20.25 0 0 0 
-41.44443 -28.94221 -23.85 0 0 0 
-40.01931 -28.3863 -22.95 0 0 0 
-40.61019 -28.49049 -21.75 0 0 0 
-39.72387 -28.3342 -22.35 0 0 0 
-39.82806 -27.74332 -21.75 0 0 0 
-40.90563 -28.54258 -21.15 0 0 0 
-40.1235 -27.79541 -21.15 0 0 0 
-41.40945 -27.41291 -20.55 0 0 0 
-40.52313 -27.25663 -21.15 0 0 0 
-40.33188 -26.61364 -20.55 0 0 0 
-40.92275 -26.71783 -19.95 0 0 0 
-40.22769 -27.20453 -19.65 0 0 0 
-41.61783 -26.23114 -19.65 0 0 0 
-40.43607 -26.02276 -19.95 0 0 0 
-40.7836 -25.77941 -19.65 0 0 0 
-51.78346 -20.40792 -25.35 0 0 0 
-50.46325 -24.43991 -21.75 0 0 0 
-48.93394 -24.47489 -20.55 0 0 0 
-48.7427 -23.83191 -19.35 0 0 0 
-55.31092 -17.67899 -19.35 0 0 0 
-53.13863 -17.90522 -19.65 0 0 0 
-46.7795 -28.05516 -19.05 0 0 0 
-46.98788 -26.87339 -18.15 0 0 0 
-47.33542 -26.63005 -17.55 0 0 0 
-48.13469 -25.55247 -13.05 0 0 0 
-46.53617 -27.70763 -18.75 0 0 0 
-46.64036 -27.11675 -18.15 0 0 0 
-45.77114 -25.13571 -18.15 0 0 0 
-39.53261 -27.69122 -18.75 0 0 0 
-41.32239 -26.17905 -19.05 0 0 0 
-40.54025 -25.43187 -19.05 0 0 0 
-41.8783 -24.75393 -18.75 0 0 0 
-40.88779 -25.18853 -19.05 0 0 0 
-40.00146 -25.03224 -18.15 0 0 0 
-41.63496 -24.40639 -17.55 0 0 0 
-39.75811 -24.68471 -14.55 0 0 0 
-47.56092 -23.62353 -19.05 0 0 0 
-50.67163 -23.25815 -19.05 0 0 0 
-52.21807 -21.39843 -17.55 0 0 0 
-48.75982 -22.00716 -17.85 0 0 0 
-53.60822 -20.42504 -17.25 0 0 0 
-55.31092 -17.67899 -17.25 0 0 0 
-52.37435 -20.51211 -16.95 0 0 0 
-50.6017 -20.19954 -15.45 0 0 0 
-52.14812 -18.33982 -16.35 0 0 0 
-53.46905 -19.48662 -13.95 0 0 0 
-51.8698 -16.46297 -14.25 0 0 0 
-49.78459 -17.92306 -12.45 0 0 0 
-46.03162 -23.6585 -18.75 0 0 0 
-43.75515 -24.47561 -18.75 0 0 0 
-43.47683 -22.59877 -17.25 0 0 0 
-45.94456 -22.42464 -16.95 0 0 0 
-43.42473 -22.89421 -16.65 0 0 0 
-42.93804 -22.19913 -15.45 0 0 0 
-46.93507 -21.99004 -15.45 0 0 0 
-43.49395 -20.77402 -15.45 0 0 0 
-42.43422 -23.32881 -17.55 0 0 0 
-41.84333 -23.22462 -16.95 0 0 0 
-40.31403 -23.25959 -16.95 0 0 0 
-42.38213 -23.62425 -16.65 0 0 0 
-42.19087 -22.98127 -16.35 0 0 0 
-41.00911 -22.77289 -16.35 0 0 0 
-40.12277 -22.61661 -16.65 0 0 0 
-39.98362 -21.67819 -15.15 0 0 0 
-41.21748 -21.59113 -15.15 0 0 0 
-40.33115 -21.43484 -15.45 0 0 0 
-46.5176 -19.17477 -14.85 0 0 0 
-42.46847 -19.67931 -13.35 0 0 0 
-47.62942 -16.32453 -12.15 0 0 0 
-43.07648 -17.95875 -13.35 0 0 0 
-43.0415 -16.42945 -12.45 0 0 0 
-43.19779 -15.54312 -11.55 0 0 0 
-41.32094 -15.82144 -11.55 0 0 0 
-41.37304 -15.526 -11.25 0 0 0 
-37.27398 -31.86238 -6.45 0 0 0 
-47.76858 -17.26296 -2.55 0 0 0 
-42.27721 -19.03633 -1.35 0 0 0 
-41.02551 -15.76935 -1.65 0 0 0 
-61.56586 -8.119926 -25.05 0 0 0 
-63.80737 -5.773514 -19.65 0 0 0 
-58.97682 -10.70969 -24.75 0 0 0 
-56.63114 -13.64699 -23.55 0 0 0 
-56.92657 -13.69909 -20.55 0 0 0 
-67.87074 17.27099 -35.85 0 0 0 
-72.64991 16.73292 -30.15 0 0 0 
-65.95892 18.52198 -32.25 0 0 0 
-66.4285 16.00215 -29.55 0 0 0 
-66.46275 19.65165 -30.75 0 0 0 
-69.50568 7.539232 -26.25 0 0 0 
-73.65827 13.81346 -25.05 0 0 0 
-67.94067 14.21238 -28.05 0 0 0 
-71.93771 14.42147 -25.05 0 0 0 
-68.49659 15.63749 -27.15 0 0 0 
-66.89735 18.66113 -27.45 0 0 0 
-67.66236 16.08922 -24.45 0 0 0 
-67.48823 18.55694 -24.45 0 0 0 
-69.41788 13.9519 -22.65 0 0 0 
-71.27761 12.40547 -19.65 0 0 0 
-70.07799 15.9679 -22.05 0 0 0 
-69.50423 17.89684 -19.95 0 0 0 
-68.66999 18.34856 -21.75 0 0 0 
-68.91335 18.00103 -20.55 0 0 0 
-69.41717 19.1307 -19.95 0 0 0 
-64.39465 20.01631 -34.65 0 0 0 
-59.74184 -13.28161 -14.25 0 0 0 
-60.5411 -12.20403 -14.25 0 0 0 
-65.92755 -5.842731 -11.25 0 0 0 
-62.12178 -6.694809 -11.25 0 0 0 
-64.3633 -4.3484 -10.65 0 0 0 
-64.46748 -3.757515 -9.75 0 0 0 
-65.90971 -2.488678 -9.45 0 0 0 
-64.4325 -2.228207 -8.55 0 0 0 
-64.25837 0.239521 -7.35 0 0 0 
-70.56686 -0.2635765 -1.35 0 0 0 
-58.50797 -13.36867 -18.15 0 0 0 
-58.61216 -12.77779 -13.95 0 0 0 
-57.29196 -16.80979 -11.85 0 0 0 
-53.4512 -16.13256 -14.25 0 0 0 
-51.69568 -13.99525 -12.45 0 0 0 
-52.94666 -12.08344 -12.15 0 0 0 
-49.97512 -13.38724 -11.85 0 0 0 
-58.66425 -12.48235 -13.35 0 0 0 
-55.11895 -11.85721 -12.45 0 0 0 
-57.30837 -9.80624 -11.55 0 0 0 
-57.01292 -9.754143 -11.85 0 0 0 
-53.15504 -10.90166 -10.95 0 0 0 
-49.90517 -10.32862 -10.65 0 0 0 
-47.05566 -14.3956 -12.15 0 0 0 
-44.64003 -14.27428 -11.25 0 0 0 
-44.8484 -13.09252 -10.35 0 0 0 
-46.88153 -11.92787 -10.95 0 0 0 
-46.98572 -11.33699 -10.35 0 0 0 
-42.78032 -12.72786 -10.05 0 0 0 
-39.86087 -13.73622 -10.35 0 0 0 
-40.01715 -12.84989 -9.75 0 0 0 
-59.49776 -7.755264 -10.65 0 0 0 
-59.27155 -5.582981 -9.75 0 0 0 
-51.31245 -7.530487 -8.55 0 0 0 
-50.53104 -11.96212 -2.85 0 0 0 
-45.05678 -11.91075 -9.45 0 0 0 
-40.12134 -12.25901 -9.15 0 0 0 
-42.60618 -10.26013 -8.85 0 0 0 
-40.67724 -10.83389 -8.55 0 0 0 
-40.83352 -9.947563 -8.25 0 0 0 
-46.70741 -9.460144 -9.15 0 0 0 
-49.62687 -8.451782 -9.15 0 0 0 
-48.06258 -6.957447 -7.65 0 0 0 
-46.77663 -7.339954 -7.05 0 0 0 
-45.80324 -5.949806 -5.55 0 0 0 
-40.74647 -8.713699 -6.45 0 0 0 
-44.95188 -7.32283 -7.05 0 0 0 
-45.49139 -12.90126 -2.55 0 0 0 
-46.72525 -12.8142 -3.15 0 0 0 
-46.86441 -13.75262 -1.65 0 0 0 
-45.43929 -13.19671 -1.65 0 0 0 
-40.03427 -11.02514 -4.65 0 0 0 
-44.2568 -7.809525 -4.35 0 0 0 
-41.64991 -7.045231 -3.45 0 0 0 
-59.37574 -4.9921 -8.85 0 0 0 
-59.34076 -3.462791 -7.65 0 0 0 
-58.159 -3.254417 -7.05 0 0 0 
-52.7026 -6.557091 -8.25 0 0 0 
-54.80494 -3.272259 -7.05 0 0 0 
-60.03585 -2.976097 -8.25 0 0 0 
-59.02748 -0.05664253 -5.55 0 0 0 
-51.39879 -3.585548 -4.65 0 0 0 
-56.90729 0.01257515 -3.15 0 0 0 
-54.6829 -0.5090885 -2.85 0 0 0 
-46.65459 -4.576782 -4.65 0 0 0 
-73.44989 12.6317 -12.15 0 0 0 
-70.9472 13.98688 -19.05 0 0 0 
-70.87726 17.04549 -18.15 0 0 0 
-70.91222 15.51618 -14.85 0 0 0 
-71.08635 13.04845 -12.45 0 0 0 
-70.99929 14.28231 -13.65 0 0 0 
-72.02477 13.18761 -10.95 0 0 0 
-72.00694 16.54166 -12.15 0 0 0 
-70.79019 18.27935 -13.95 0 0 0 
-71.08563 18.22725 -12.45 0 0 0 
-71.31185 16.05497 -11.85 0 0 0 
-71.13773 18.5227 -11.85 0 0 0 
-71.03354 17.93181 -10.35 0 0 0 
-70.65103 19.21777 -10.05 0 0 0 
-74.23276 6.705721 -6.75 0 0 0 
-75.76206 6.740694 -1.05 0 0 0 
-67.62955 2.082115 -7.65 0 0 0 
-67.40334 4.254398 -5.25 0 0 0 
-67.59457 3.611422 -4.35 0 0 0 
-64.25766 5.418324 -1.65 0 0 0 
-73.8324 11.34573 -4.95 0 0 0 
-75.64002 9.50386 -1.35 0 0 0 
-71.98981 14.71691 -8.85 0 0 0 
-71.22479 17.28883 -9.15 0 0 0 
-70.00806 19.02651 -9.45 0 0 0 
-69.15669 17.65349 -8.85 0 0 0 
-68.80916 17.41015 -6.45 0 0 0 
-67.40116 19.79081 -5.85 0 0 0 
-73.43204 15.98575 -1.95 0 0 0 
-68.58295 19.58243 -4.05 0 0 0 
-67.93996 19.39117 -1.95 0 0 0 
-59.00963 3.297413 -1.95 0 0 0 
-59.51345 4.427088 -0.45 0 0 0 
-72.23243 19.54818 -26.55 0 0 0 
-67.26202 20.72923 -26.25 0 0 0 
-69.83321 26.67304 -25.65 0 0 0 
