X_Value Y_Value Z_Value a b c
-60.50109 25.5769 0.15 0 0 0 
50.68365 3.143106 14.25 0 0 0 
-35.09737 -1.015795 5.25 0 0 0 
31.00889 -13.12046 7.05 0 0 0 
2.336015 -0.8124638 14.55 0 0 0 
-60.08505 18.03456 1.95 0 0 0 
-48.46077 3.938948 3.75 0 0 0 
-60.3969 24.98602 3.75 0 0 0 
-54.19548 5.364788 3.75 0 0 0 
-56.2443 18.71179 7.35 0 0 0 
-50.02505 2.444613 2.55 0 0 0 
-41.66561 5.137119 13.95 0 0 0 
-61.12694 23.94341 10.95 0 0 0 
-52.54416 8.092987 6.15 0 0 0 
-60.34552 19.51177 5.25 0 0 0 
22.00717 -10.44291 5.25 0 0 0 
-41.16179 4.007446 4.05 0 0 0 
-61.24969 16.00143 0.75 0 0 0 
14.51765 -5.975586 16.35 0 0 0 
17.87171 -5.993427 2.85 0 0 0 
2.405962 2.246147 7.95 0 0 0 
-39.63247 3.972475 16.05 0 0 0 
27.41148 -13.45015 1.65 0 0 0 
-56.02024 5.347664 0.15 0 0 0 
1.032938 1.394793 6.75 0 0 0 
10.34721 -3.055408 14.25 0 0 0 
-5.154232 -1.523943 -0.15 0 0 0 
26.21259 -11.83378 8.25 0 0 0 
-49.85092 4.912342 9.15 0 0 0 
-62.57062 14.85463 -0.15 0 0 0 
21.20792 -9.36533 -1.05 0 0 0 
-32.45551 1.277803 5.85 0 0 0 
-35.47988 -2.301754 2.25 0 0 0 
-61.78704 25.95941 3.15 0 0 0 
-48.75622 3.886852 5.55 0 0 0 
17.47208 -5.454643 12.15 0 0 0 
-14.83389 -0.1844501 13.95 0 0 0 
-37.16474 3.798349 10.95 0 0 0 
-14.57342 -1.661661 13.95 0 0 0 
-42.6918 -1.136387 -1.05 0 0 0 
-14.57342 -1.661661 5.25 0 0 0 
33.59865 -10.53142 8.85 0 0 0 
-23.71355 5.256271 17.25 0 0 0 
-8.473316 0.02321053 0.75 0 0 0 
-25.93865 0.5991325 11.25 0 0 0 
-45.66335 0.1674175 1.05 0 0 0 
-44.20327 2.252636 4.35 0 0 0 
-30.6158 -16.06622 -0.75 0 0 0 
-53.44833 4.582649 2.85 0 0 0 
14.44844 -3.855392 5.25 0 0 0 
1.884286 0.02176857 -1.05 0 0 0 
-28.75464 -4.162193 1.65 0 0 0 
43.83566 -2.938423 9.15 0 0 0 
11.28564 -3.194569 1.35 0 0 0 
-42.13517 2.617298 1.35 0 0 0 
-57.98342 9.570917 0.45 0 0 0 
29.47958 -13.08549 4.95 0 0 0 
12.72788 -4.463402 6.15 0 0 0 
2.979 -1.003717 -1.35 0 0 0 
-19.70012 -1.956377 10.65 0 0 0 
-60.88503 13.93333 1.05 0 0 0 
-57.37542 7.850361 3.75 0 0 0 
4.352023 -0.1523609 1.35 0 0 0 
8.018647 -1.94286 6.45 0 0 0 
9.200413 -1.734482 9.15 0 0 0 
31.07882 -10.06185 13.65 0 0 0 
16.25534 -7.192326 14.55 0 0 0 
-57.40895 16.67866 10.05 0 0 0 
-58.24389 11.04813 7.05 0 0 0 
29.63586 -13.97182 8.55 0 0 0 
32.8686 -11.57403 9.45 0 0 0 
-51.17113 8.944344 7.95 0 0 0 
-21.59408 0.1466846 13.65 0 0 0 
20.63415 -11.29427 -0.45 0 0 0 
20.59991 -7.644775 0.15 0 0 0 
36.95342 -5.370461 0.15 0 0 0 
9.165441 -3.263786 13.35 0 0 0 
33.3553 -10.87896 14.85 0 0 0 
15.05643 -5.575958 14.85 0 0 0 
-54.82062 8.910095 10.05 0 0 0 
27.2031 -12.26838 10.35 0 0 0 
6.00264 -2.602966 13.05 0 0 0 
30.38302 -14.75396 7.65 0 0 0 
-62.62271 15.15007 6.45 0 0 0 
-8.438343 1.552517 3.15 0 0 0 
-21.59408 0.1466846 15.75 0 0 0 
-36.66093 2.668671 5.85 0 0 0 
37.1618 -6.552231 9.45 0 0 0 
19.34892 -5.732956 1.05 0 0 0 
-62.43074 20.97185 4.65 0 0 0 
23.69276 -11.36421 1.65 0 0 0 
26.17762 -13.36309 0.45 0 0 0 
-49.69392 9.204817 10.05 0 0 0 
25.77798 -12.8243 10.05 0 0 0 
-0.8960013 1.96855 4.05 0 0 0 
30.59213 -10.75692 1.95 0 0 0 
26.14338 -9.713589 14.85 0 0 0 
-32.45551 1.277803 14.55 0 0 0 
-61.38813 20.24182 2.55 0 0 0 
-33.11562 3.293806 13.35 0 0 0 
-60.85006 15.46264 -0.75 0 0 0 
14.56975 -6.271027 13.35 0 0 0 
-53.13503 7.988798 12.15 0 0 0 
-56.78381 13.13335 4.95 0 0 0 
19.73071 -9.625801 16.35 0 0 0 
-48.52999 6.059139 8.25 0 0 0 
-25.57399 -1.46896 6.45 0 0 0 
32.01725 -10.201 11.55 0 0 0 
-14.43426 -0.723238 12.15 0 0 0 
4.508306 -1.038685 -1.05 0 0 0 
23.43229 -9.886997 10.05 0 0 0 
22.14633 -9.50449 11.25 0 0 0 
2.614339 1.064377 2.85 0 0 0 
-27.39874 -1.486086 5.85 0 0 0 
-28.56267 1.65959 14.55 0 0 0 
-54.28255 4.130924 1.65 0 0 0 
-38.76399 0.7747059 7.65 0 0 0 
21.15582 -9.069889 6.75 0 0 0 
-52.90881 10.16108 5.25 0 0 0 
-45.88597 23.88914 16.35 0 0 0 
4.560401 -1.334131 14.55 0 0 0 
19.40102 -6.028397 2.55 0 0 0 
-45.26155 15.16504 19.65 0 0 0 
-47.20906 7.20594 13.35 0 0 0 
-51.06694 8.353458 15.15 0 0 0 
-38.48567 2.65155 7.95 0 0 0 
26.1084 -11.24289 15.15 0 0 0 
-61.03987 25.17727 1.65 0 0 0 
33.58153 -8.706669 15.15 0 0 0 
15.54314 -4.880878 6.15 0 0 0 
-48.92746 22.13434 13.35 0 0 0 
-1.834417 2.107708 9.45 0 0 0 
-3.694141 0.5612793 3.75 0 0 0 
-29.60601 -2.789173 1.65 0 0 0 
-64.34184 24.89967 0.15 0 0 0 
-39.84157 -0.02455902 4.65 0 0 0 
-58.06977 13.51586 5.85 0 0 0 
17.0025 -7.974464 13.65 0 0 0 
52.17942 11.93644 1.05 0 0 0 
-44.02985 -0.4584351 1.05 0 0 0 
-45.33221 6.927624 8.55 0 0 0 
-26.98199 -3.849625 1.65 0 0 0 
0.1986976 0.9430618 3.75 0 0 0 
-20.55148 -0.5833569 12.15 0 0 0 
-36.12214 3.068304 10.35 0 0 0 
30.8526 -12.23413 13.05 0 0 0 
-60.17212 16.80069 6.15 0 0 0 
-42.6918 -1.136387 1.35 0 0 0 
-31.60488 -5.274021 0.15 0 0 0 
12.32824 -3.924614 15.75 0 0 0 
25.49968 -14.70114 -0.45 0 0 0 
14.34425 -3.264511 1.05 0 0 0 
-61.57867 24.77764 9.75 0 0 0 
-56.12371 11.11735 4.05 0 0 0 
-60.55462 15.51474 8.85 0 0 0 
7.011001 0.3164883 6.15 0 0 0 
41.55919 -2.121311 4.95 0 0 0 
16.98537 -6.149712 17.25 0 0 0 
11.32059 -1.665266 6.45 0 0 0 
33.65074 -10.82686 -0.75 0 0 0 
-50.44181 4.808151 0.75 0 0 0 
36.71007 -5.717999 1.65 0 0 0 
-38.86818 1.365589 1.95 0 0 0 
-59.3907 12.36906 4.65 0 0 0 
-56.10659 9.292599 12.75 0 0 0 
30.27884 -14.16307 -1.05 0 0 0 
-13.1483 -1.105743 4.65 0 0 0 
37.05761 -5.961346 13.05 0 0 0 
-45.22802 6.336735 11.55 0 0 0 
-37.98257 -3.656929 0.15 0 0 0 
-53.77802 8.18005 8.55 0 0 0 
-59.87811 6.495182 0.75 0 0 0 
-59.11093 24.60351 0.45 0 0 0 
-16.71145 -5.084934 -0.75 0 0 0 
-50.40683 6.337458 13.05 0 0 0 
-55.96669 15.40982 11.55 0 0 0 
41.90672 -2.36467 10.35 0 0 0 
40.58579 -3.511463 6.45 0 0 0 
31.68683 -11.78241 16.35 0 0 0 
9.252508 -2.029926 11.25 0 0 0 
-57.8778 19.33764 4.65 0 0 0 
-23.90554 -0.5655136 10.05 0 0 0 
39.2299 -6.187569 9.45 0 0 0 
-19.80431 -1.365494 8.55 0 0 0 
13.47503 -5.245541 15.45 0 0 0 
-50.49174 20.64 13.95 0 0 0 
23.6578 -12.89351 13.65 0 0 0 
-58.74844 6.999001 1.65 0 0 0 
-21.17806 -7.395657 -0.75 0 0 0 
27.6898 -11.57331 1.35 0 0 0 
15.92565 -3.594921 1.95 0 0 0 
4.595374 0.1951752 7.95 0 0 0 
0.6504254 0.1088314 8.85 0 0 0 
-30.37029 -0.1822834 9.45 0 0 0 
-60.32911 12.50822 10.95 0 0 0 
-35.30575 0.1659756 14.85 0 0 0 
-38.43357 2.356106 3.15 0 0 0 
-59.71894 26.32407 7.05 0 0 0 
-50.92778 9.291882 11.55 0 0 0 
-32.28211 -1.43327 2.85 0 0 0 
16.9504 -7.67902 6.75 0 0 0 
-59.84314 8.024488 1.05 0 0 0 
0.2158337 -0.8816833 0.15 0 0 0 
-37.65144 3.103271 4.65 0 0 0 
21.52048 -11.13799 4.05 0 0 0 
48.52921 6.723389 0.45 0 0 0 
16.53365 -5.315487 0.45 0 0 0 
-9.794245 -1.12359 7.65 0 0 0 
-60.76228 21.87531 9.45 0 0 0 
-51.36239 8.301363 4.35 0 0 0 
25.11788 -10.8083 5.85 0 0 0 
-1.139352 1.621014 6.15 0 0 0 
8.418266 -2.481651 8.25 0 0 0 
6.298085 -2.550869 -0.75 0 0 0 
-48.07899 0.04610062 -0.75 0 0 0 
-58.72915 20.71067 11.55 0 0 0 
-41.64847 3.312374 2.55 0 0 0 
2.718528 0.4734936 1.35 0 0 0 
23.67564 -9.539459 13.95 0 0 0 
-56.97434 17.66917 6.45 0 0 0 
-6.161863 0.7354088 12.15 0 0 0 
34.79827 -6.968987 11.85 0 0 0 
24.92664 -11.45127 -0.15 0 0 0 
12.86704 -3.524982 7.95 0 0 0 
-25.88729 -4.875111 1.35 0 0 0 
-30.61437 -5.708622 -0.75 0 0 0 
23.53648 -10.47788 4.65 0 0 0 
-60.34624 14.33297 10.65 0 0 0 
-22.77585 -0.06169128 11.55 0 0 0 
39.83863 -2.729328 3.15 0 0 0 
-6.196836 -0.7938976 -1.35 0 0 0 
16.7249 -4.672501 4.05 0 0 0 
-26.75577 -1.677341 7.65 0 0 0 
-51.20682 2.236235 -1.05 0 0 0 
-38.39861 3.885412 13.35 0 0 0 
-48.66771 15.47833 16.05 0 0 0 
-26.96415 -0.4955711 12.45 0 0 0 
12.18908 -4.863037 7.95 0 0 0 
-34.59283 3.033333 10.05 0 0 0 
-15.56393 -1.227055 14.85 0 0 0 
-44.86049 24.98385 16.05 0 0 0 
38.48273 -5.405434 12.45 0 0 0 
10.64265 -3.003315 5.85 0 0 0 
-58.45084 22.5875 6.15 0 0 0 
-60.25918 15.56683 12.75 0 0 0 
-48.14749 7.345097 15.45 0 0 0 
-50.35474 6.042015 11.25 0 0 0 
-53.69094 9.413918 11.55 0 0 0 
-57.99982 16.57447 6.75 0 0 0 
-20.82979 -2.460197 2.85 0 0 0 
-46.30633 0.3586693 -1.05 0 0 0 
12.93625 -5.645168 -0.15 0 0 0 
-50.75509 1.402004 0.45 0 0 0 
-41.97889 1.730972 5.85 0 0 0 
-42.49983 4.685396 12.75 0 0 0 
-58.41803 8.580406 1.95 0 0 0 
-53.8822 8.770935 5.55 0 0 0 
-57.82642 13.8634 0.45 0 0 0 
-59.87667 16.85279 1.05 0 0 0 
-57.86066 17.51289 5.25 0 0 0 
15.1956 -4.637535 1.35 0 0 0 
18.32343 -6.827667 11.85 0 0 0 
16.13403 -4.776691 15.45 0 0 0 
26.71641 -12.96346 5.85 0 0 0 
31.2872 -11.24362 0.75 0 0 0 
23.04979 -11.17295 6.15 0 0 0 
19.93908 -10.80757 11.85 0 0 0 
32.45184 -9.210491 13.05 0 0 0 
-21.9245 -1.434715 7.05 0 0 0 
-36.24417 0.3051338 4.05 0 0 0 
-34.57571 1.208588 13.65 0 0 0 
-30.9783 1.538275 13.95 0 0 0 
-15.80728 -1.574593 6.15 0 0 0 
-6.213957 1.030851 2.25 0 0 0 
-5.362609 -0.3421745 11.25 0 0 0 
7.862364 -1.056534 8.85 0 0 0 
4.647469 -0.1002674 9.75 0 0 0 
-59.30363 13.60292 11.25 0 0 0 
-69.05 -0.75 -35.85 0 0 0 
-73.85 -0.4499969 -30.15 0 0 0 
-66.95 0.1500015 -32.25 0 0 0 
-67.85001 -2.25 -29.55 0 0 0 
-67.25 1.349998 -30.75 0 0 0 
-72.35 -10.05 -26.25 0 0 0 
-75.35 -3.150002 -25.05 0 0 0 
-69.64999 -3.75 -28.05 0 0 0 
-73.55 -2.849998 -25.05 0 0 0 
-69.95 -2.25 -27.15 0 0 0 
-67.85001 0.4499969 -27.45 0 0 0 
-69.05 -1.949997 -24.45 0 0 0 
-68.45 0.4499969 -24.45 0 0 0 
-71.14999 -3.75 -22.65 0 0 0 
-73.25 -4.949997 -19.65 0 0 0 
-71.45 -1.650002 -22.05 0 0 0 
-70.55 0.1500015 -19.95 0 0 0 
-69.64999 0.4499969 -21.75 0 0 0 
-69.95 0.1500015 -20.55 0 0 0 
-70.25 1.349998 -19.95 0 0 0 
-65.14999 1.349998 -34.65 0 0 0 
-71.45 -0.75 -19.05 0 0 0 
-71.14999 -0.4499969 -17.85 0 0 0 
-70.25 0.4499969 -18.15 0 0 0 
-73.85 -4.050003 -12.15 0 0 0 
-73.85 -3.449997 -11.85 0 0 0 
-73.55 -3.75 -10.35 0 0 0 
-71.75 0.1500015 -14.25 0 0 0 
-72.35 0.75 -12.75 0 0 0 
-72.95 -2.849998 -10.35 0 0 0 
-72.35 0.1500015 -11.85 0 0 0 
-72.05 1.349998 -11.25 0 0 0 
-71.75 1.650002 -10.35 0 0 0 
-72.65 -2.849998 -9.15 0 0 0 
-71.75 0.4499969 -9.15 0 0 0 
-72.35 -0.1500015 -8.25 0 0 0 
-70.25 1.650002 -8.85 0 0 0 
-69.64999 1.349998 -7.05 0 0 0 
-68.45 1.650002 -4.95 0 0 0 
-70.85001 -0.75 -0.45 0 0 0 
-69.05 1.349998 -2.85 0 0 0 
-65.14999 1.949997 -39.75 0 0 0 
-75.35 41.85 -41.25 0 0 0 
-74.45 45.45 -39.45 0 0 0 
-66.35001 2.25 -28.95 0 0 0 
-71.14999 2.550003 -25.95 0 0 0 
-67.85001 2.550003 -25.35 0 0 0 
-68.45 8.849998 -25.65 0 0 0 
-69.64999 2.849998 -20.85 0 0 0 
-69.95 9.150002 -23.25 0 0 0 
-71.45 17.85 -24.75 0 0 0 
-72.05 17.85 -20.25 0 0 0 
-71.14999 25.05 -31.95 0 0 0 
-71.45 25.35 -29.85 0 0 0 
-71.75 33.75 -31.65 0 0 0 
-74.75 38.25 -29.85 0 0 0 
-72.65 30.45 -27.45 0 0 0 
-73.25 23.25 -22.65 0 0 0 
-72.65 23.55 -21.45 0 0 0 
-73.55 26.25 -21.45 0 0 0 
-74.45 33.75 -27.45 0 0 0 
-73.55 32.85 -26.25 0 0 0 
-74.75 34.35 -25.05 0 0 0 
-75.05 38.55 -26.85 0 0 0 
-74.45 38.55 -26.25 0 0 0 
-75.05 34.05 -22.95 0 0 0 
-74.75 34.05 -21.75 0 0 0 
-74.45 31.05 -19.35 0 0 0 
-74.75 33.15 -19.95 0 0 0 
-74.45 37.05 -23.55 0 0 0 
-73.55 38.85 -22.95 0 0 0 
-73.85 37.35 -20.25 0 0 0 
-71.45 6.449997 -18.15 0 0 0 
-71.75 3.449997 -11.55 0 0 0 
-71.45 3.75 -9.75 0 0 0 
-71.75 7.050003 -11.55 0 0 0 
-72.35 10.95 -10.65 0 0 0 
-73.55 18.15 -14.25 0 0 0 
-71.75 18.75 -10.35 0 0 0 
-70.25 3.75 -8.85 0 0 0 
-68.45 3.75 -8.25 0 0 0 
-67.85001 1.949997 -6.15 0 0 0 
-67.25 2.550003 -5.85 0 0 0 
-71.14999 10.95 -9.45 0 0 0 
-66.95 7.949997 -6.75 0 0 0 
-66.95 3.75 -2.55 0 0 0 
-68.14999 8.25 -1.95 0 0 0 
-69.95 19.05 -8.25 0 0 0 
-64.85001 4.349998 -3.75 0 0 0 
-73.25 23.55 -19.05 0 0 0 
-74.45 26.55 -18.45 0 0 0 
-73.55 23.85 -12.75 0 0 0 
-71.45 28.05 -11.85 0 0 0 
-75.05 31.05 -17.25 0 0 0 
-72.95 34.95 -18.75 0 0 0 
-72.95 34.95 -17.25 0 0 0 
-71.14999 37.05 -17.85 0 0 0 
-67.55 34.65 -12.15 0 0 0 
-66.05 37.05 -13.05 0 0 0 
-66.95 25.65 -5.55 0 0 0 
-65.45 37.05 -12.75 0 0 0 
-61.25 39.75 -13.95 0 0 0 
-63.95 37.05 -10.95 0 0 0 
-59.75 38.85 -10.95 0 0 0 
-57.95 37.95 -10.65 0 0 0 
-63.64999 35.25 -8.85 0 0 0 
-63.95 36.15 -9.15 0 0 0 
-57.35001 37.95 -8.55 0 0 0 
-59.45 37.35 -5.55 0 0 0 
-61.55 35.55 -3.75 0 0 0 
-75.65 46.65 -37.05 0 0 0 
-73.55 48.45 -37.65 0 0 0 
-73.85 46.05 -35.85 0 0 0 
-74.15 42.45 -30.45 0 0 0 
-73.25 46.05 -33.45 0 0 0 
-72.35 46.35 -28.95 0 0 0 
-73.55 42.75 -26.55 0 0 0 
-72.95 42.75 -24.75 0 0 0 
-70.55 43.65 -24.45 0 0 0 
-72.35 46.05 -27.75 0 0 0 
-71.75 45.75 -27.15 0 0 0 
-71.14999 47.55 -26.55 0 0 0 
-71.45 46.35 -25.35 0 0 0 
-71.14999 47.55 -25.95 0 0 0 
-69.95 45.45 -26.25 0 0 0 
-69.95 47.25 -24.15 0 0 0 
-72.05 42.75 -22.05 0 0 0 
-69.64999 43.35 -22.65 0 0 0 
-69.35001 42.45 -19.35 0 0 0 
-68.14999 44.85 -21.45 0 0 0 
-66.05 43.65 -19.65 0 0 0 
-71.14999 45.75 -22.65 0 0 0 
-69.95 47.25 -23.55 0 0 0 
-69.95 45.45 -22.05 0 0 0 
-69.35001 46.05 -21.45 0 0 0 
-67.85001 45.15 -19.95 0 0 0 
-66.64999 46.05 -19.35 0 0 0 
-68.45 57.45 -25.95 0 0 0 
-64.25 54.45 -22.65 0 0 0 
-61.25 52.65 -20.25 0 0 0 
-64.55 55.05 -22.65 0 0 0 
-77.45 64.35001 -30.15 0 0 0 
-75.05 72.14999 -32.25 0 0 0 
-71.14999 70.05 -29.25 0 0 0 
-68.75 73.35001 -29.85 0 0 0 
-73.55 75.14999 -32.85 0 0 0 
-71.14999 74.25 -31.35 0 0 0 
-74.15 61.95 -28.65 0 0 0 
-69.95 69.45 -28.35 0 0 0 
-55.55 77.85001 -29.85 0 0 0 
-51.64999 77.85001 -29.55 0 0 0 
-62.45 65.25 -25.05 0 0 0 
-59.45 63.45 -22.95 0 0 0 
-56.75 62.25 -20.85 0 0 0 
-55.55 68.55 -23.25 0 0 0 
-52.55 67.64999 -20.55 0 0 0 
-65.14999 71.85001 -28.65 0 0 0 
-59.14999 69.75 -25.35 0 0 0 
-56.75 69.14999 -24.15 0 0 0 
-50.14999 72.75 -25.95 0 0 0 
-54.64999 76.64999 -28.05 0 0 0 
-51.95 74.55 -25.95 0 0 0 
-48.05 78.45 -28.35 0 0 0 
-46.55 77.25 -27.45 0 0 0 
-47.14999 75.45 -25.65 0 0 0 
-48.05 75.45 -24.45 0 0 0 
-49.25 70.95 -23.55 0 0 0 
-47.45 74.55 -23.25 0 0 0 
-67.25 45.15 -19.05 0 0 0 
-70.25 40.95 -0.75 0 0 0 
-67.55 49.35 -0.75 0 0 0 
-65.14999 43.35 -17.85 0 0 0 
-63.64999 44.85 -16.65 0 0 0 
-62.14999 41.85 -13.35 0 0 0 
-60.35001 44.25 -13.05 0 0 0 
-59.14999 43.35 -11.85 0 0 0 
-57.64999 43.65 -10.35 0 0 0 
-54.64999 48.45 -11.85 0 0 0 
-50.45 58.95 -12.45 0 0 0 
-58.55 41.85 -8.55 0 0 0 
-56.14999 42.15 -7.35 0 0 0 
-55.25 43.05 -7.95 0 0 0 
-55.55 43.35 -7.05 0 0 0 
-53.14999 47.55 -8.25 0 0 0 
-46.85001 57.45 -7.35 0 0 0 
-54.35001 61.05 -17.85 0 0 0 
-50.14999 67.05 -17.25 0 0 0 
27.55 -32.85 -39.45 0 0 0 
27.85001 -32.85 -33.45 0 0 0 
27.85001 -32.55 -24.45 0 0 0 
29.64999 -29.85 -25.65 0 0 0 
27.25 -31.35 -23.25 0 0 0 
30.25 -30.45 -22.35 0 0 0 
29.35001 -28.65 -23.55 0 0 0 
27.55 -31.05 -19.35 0 0 0 
29.35001 -29.85 -20.55 0 0 0 
29.35001 -29.85 -19.35 0 0 0 
27.55 -31.05 -18.15 0 0 0 
29.35001 -29.85 -18.15 0 0 0 
26.95 -30.15 -16.35 0 0 0 
29.05 -29.25 -16.35 0 0 0 
28.45 -28.35 -14.55 0 0 0 
27.55 -28.35 -12.75 0 0 0 
28.14999 -28.05 -13.95 0 0 0 
26.95 -27.45 -10.65 0 0 0 
26.05 -23.25 -6.75 0 0 0 
32.64999 -30.45 -41.25 0 0 0 
32.35001 -30.45 -38.85 0 0 0 
44.05 -21.15 -42.45 0 0 0 
50.35001 -16.35 -38.85 0 0 0 
31.75 -31.35 -37.65 0 0 0 
32.05 -30.45 -35.85 0 0 0 
31.45 -31.35 -33.45 0 0 0 
30.55 -30.75 -31.05 0 0 0 
30.55 -30.75 -29.25 0 0 0 
35.35001 -28.05 -28.95 0 0 0 
41.05 -23.25 -33.75 0 0 0 
43.14999 -21.15 -29.85 0 0 0 
31.14999 -30.45 -28.05 0 0 0 
30.85001 -30.45 -26.55 0 0 0 
31.14999 -30.75 -26.25 0 0 0 
30.55 -30.45 -24.45 0 0 0 
35.35001 -28.05 -28.65 0 0 0 
34.14999 -27.15 -22.95 0 0 0 
39.85001 -22.95 -25.35 0 0 0 
39.25 -22.65 -23.55 0 0 0 
38.95 -22.65 -21.45 0 0 0 
40.45 -23.25 -27.75 0 0 0 
42.85001 -21.15 -27.15 0 0 0 
42.25 -20.55 -23.85 0 0 0 
41.35001 -19.65 -21.15 0 0 0 
49.45 -16.65 -29.55 0 0 0 
48.55 -16.05 -26.25 0 0 0 
47.64999 -15.45 -23.85 0 0 0 
46.75 -14.85 -20.25 0 0 0 
52.14999 -13.05 -28.95 0 0 0 
56.95001 -10.95 -32.25 0 0 0 
55.45 -10.95 -30.45 0 0 0 
55.14999 -10.95 -28.95 0 0 0 
57.25 -8.849998 -29.25 0 0 0 
61.14999 -9.75 -31.05 0 0 0 
65.04999 -8.550003 -29.25 0 0 0 
51.85001 -12.75 -24.15 0 0 0 
55.45 -10.95 -28.05 0 0 0 
55.45 -10.35 -26.85 0 0 0 
54.55 -10.35 -25.95 0 0 0 
55.14999 -10.35 -24.75 0 0 0 
51.55 -12.45 -23.55 0 0 0 
53.95 -10.35 -22.65 0 0 0 
50.64999 -11.25 -21.45 0 0 0 
53.05 -9.449997 -20.55 0 0 0 
52.75 -9.449997 -19.35 0 0 0 
54.85001 -10.35 -22.35 0 0 0 
58.75 -8.849998 -23.55 0 0 0 
57.85001 -8.550003 -20.85 0 0 0 
57.54999 -8.25 -20.25 0 0 0 
60.54999 -9.75 -27.15 0 0 0 
61.75 -8.849998 -27.15 0 0 0 
59.35001 -9.150002 -24.15 0 0 0 
64.75 -8.550003 -28.65 0 0 0 
61.14999 -8.849998 -23.25 0 0 0 
60.25 -8.550003 -19.95 0 0 0 
68.64999 -4.050003 -24.45 0 0 0 
62.04999 -7.650002 -20.85 0 0 0 
67.45001 -3.75 -21.75 0 0 0 
66.54999 -3.449997 -19.65 0 0 0 
31.75 -25.65 -14.85 0 0 0 
37.14999 -21.15 -16.65 0 0 0 
31.45 -25.35 -14.25 0 0 0 
35.05 -19.65 -11.55 0 0 0 
35.35001 -19.95 -11.85 0 0 0 
35.05 -20.55 -3.15 0 0 0 
38.35001 -17.25 -12.45 0 0 0 
44.64999 -13.35 -15.15 0 0 0 
44.05 -12.75 -13.65 0 0 0 
48.25 -8.25 -13.65 0 0 0 
46.75 -6.449997 -9.75 0 0 0 
49.45 -6.150002 -11.55 0 0 0 
48.55 -5.550003 -10.35 0 0 0 
39.85001 -8.849998 -6.15 0 0 0 
44.64999 -3.75 -6.15 0 0 0 
45.85001 -4.949997 -8.25 0 0 0 
49.45 -4.349998 -8.85 0 0 0 
44.95 -4.949997 -6.15 0 0 0 
44.95 -2.849998 -4.95 0 0 0 
53.05 -9.150002 -19.05 0 0 0 
51.55 -8.25 -16.35 0 0 0 
50.35001 -7.949997 -13.65 0 0 0 
52.45 -5.849998 -15.15 0 0 0 
54.55 -6.75 -15.15 0 0 0 
49.75 -7.650002 -12.45 0 0 0 
52.75 -6.150002 -12.15 0 0 0 
51.25 -4.650002 -13.35 0 0 0 
53.35001 -6.150002 -11.85 0 0 0 
50.95 -5.25 -10.05 0 0 0 
55.14999 -4.949997 -12.75 0 0 0 
60.25 -7.050003 -18.75 0 0 0 
63.25 -2.25 -16.95 0 0 0 
50.64999 -5.25 -9.15 0 0 0 
51.55 -3.75 -8.25 0 0 0 
70.75 -4.650002 -31.65 0 0 0 
76.14999 0.1500015 -32.85 0 0 0 
77.64999 0.1500015 -29.55 0 0 0 
77.95001 0.1500015 -27.45 0 0 0 
75.54999 0.75 -24.15 0 0 0 
72.54999 0.75 -22.65 0 0 0 
70.14999 1.349998 -20.25 0 0 0 
75.85001 0.75 -23.25 0 0 0 
-37.85001 78.14999 -28.95 0 0 0 
-30.64999 77.55 -32.55 0 0 0 
-45.05 77.85001 -27.75 0 0 0 
-44.75 76.95 -26.55 0 0 0 
-42.64999 77.85001 -28.65 0 0 0 
-42.35001 76.35001 -26.85 0 0 0 
-44.45 75.75 -25.65 0 0 0 
-44.45 75.45 -24.75 0 0 0 
-42.35001 76.05 -26.25 0 0 0 
-44.75 76.35001 -26.25 0 0 0 
-37.85001 77.85001 -28.65 0 0 0 
-46.25 73.64999 -22.35 0 0 0 
-43.85001 73.05 -22.05 0 0 0 
-44.14999 72.45 -20.55 0 0 0 
-43.85001 72.14999 -21.15 0 0 0 
-45.64999 73.95 -23.55 0 0 0 
-44.14999 75.14999 -23.85 0 0 0 
-42.35001 76.95 -22.05 0 0 0 
-41.14999 76.05 -19.35 0 0 0 
-30.35001 76.35001 -28.05 0 0 0 
-30.35001 73.35001 -23.25 0 0 0 
-30.35001 71.85001 -20.85 0 0 0 
-21.64999 75.75 -29.55 0 0 0 
-15.64999 68.55 -25.35 0 0 0 
-16.55 68.55 -23.25 0 0 0 
-15.95 68.85001 -19.65 0 0 0 
-20.14999 71.25 -24.15 0 0 0 
-20.14999 71.85001 -24.45 0 0 0 
-21.95 74.25 -26.85 0 0 0 
-20.14999 70.64999 -22.35 0 0 0 
-22.25 70.05 -21.15 0 0 0 
-20.14999 69.14999 -19.35 0 0 0 
-15.64999 70.05 -24.75 0 0 0 
-42.95 68.55 -16.05 0 0 0 
-44.14999 65.55 -9.75 0 0 0 
-44.14999 69.75 -17.25 0 0 0 
-42.64999 70.95 -17.55 0 0 0 
-39.64999 74.85001 -17.25 0 0 0 
-35.14999 71.55 -9.75 0 0 0 
-42.05 65.55 -9.15 0 0 0 
-42.64999 65.55 -5.55 0 0 0 
-38.45 66.45 -5.85 0 0 0 
-38.45 67.05 -4.35 0 0 0 
-34.25 70.64999 -6.45 0 0 0 
-20.14999 67.64999 -16.35 0 0 0 
-15.95 67.64999 -18.15 0 0 0 
-12.35001 64.05 -11.85 0 0 0 
-25.25 76.35001 -11.85 0 0 0 
-22.25 66.45 -3.75 0 0 0 
