Report_Number, Iceberg_Number, X_Value, Y_Value, Z_Value
11, R11I03, -82.88, -55.42, 67.5
11, R11I03, -82.89, -57.53, 67.5
11, R11I03, -78.78, -56.71, 67.5
11, R11I03, -77.5, -52.59, 67.5
11, R11I03, -79.37, -47.307, 67.5
11, R11I03, -84.81, -44.002, 67.5
11, R11I03, -91.1, -40.203, 67.5
11, R11I03, -91.89, -45.113, 67.5
11, R11I03, -91.1, -46.603, 67.5
11, R11I03, -87.77, -47.628, 67.5
11, R11I03, -84.02, -45.111, 67.5
11, R11I03, -84.81, -44.002, 67.5
11, R11I03, 107.3017, 2.522999, 65
11, R11I03, 113.7817, 7.426998, 65
11, R11I03, 118.1464, 9.060001, 65
11, R11I03, 126.095, 11.693, 65
11, R11I03, 131.946, 11.804, 65
11, R11I03, 135.281, 12.176, 65
11, R11I03, 138.279, 6.303001, 65
11, R11I03, 133.359, 3.666, 65
11, R11I03, 118.6816, -2.178001, 65
11, R11I03, 114.7566, -2.743999, 65
11, R11I03, 110.7287, -3.719002, 65
11, R11I03, 108.1861, -0.6269989, 65
11, R11I03, 107.3017, 2.522999, 65
11, R11I03, -77.74, -44.251, 65
11, R11I03, -81.44, -39.007, 65
11, R11I03, -82.31, -39.831, 65
11, R11I03, -86.63, -34.846, 65
11, R11I03, -90.21, -34.145, 65
11, R11I03, -91.99, -42.487, 65
11, R11I03, -92.06, -46.833, 65
11, R11I03, -89.42, -47.573, 65
11, R11I03, -83.19, -45.304, 65
11, R11I03, -82.69, -45.227, 65
11, R11I03, -83.68, -51.8, 65
11, R11I03, -84.92, -57.57, 65
11, R11I03, -82.23, -58.51, 65
11, R11I03, -61.413, -50.975, 65
11, R11I03, -61.153, -50.281, 65
11, R11I03, -71.298, -48.137, 65
11, R11I03, -72.261, -48.582, 65
11, R11I03, -75.917, -45.509, 65
11, R11I03, -77.74, -44.251, 65
11, R11I03, 106.6987, -0.9099998, 62.5
11, R11I03, 106.7565, 5.785, 62.5
11, R11I03, 118.6743, 11.995, 62.5
11, R11I03, 134.82, 14.64, 62.5
11, R11I03, 137.508, 11.311, 62.5
11, R11I03, 138.416, 4.986, 62.5
11, R11I03, 131.964, 1.403999, 62.5
11, R11I03, 113.4209, -6.259998, 62.5
11, R11I03, 110.9668, -6.404999, 62.5
11, R11I03, 106.6987, -0.9099998, 62.5
11, R11I03, -24.559, -32.236, 62.5
11, R11I03, -12.119, -30.329, 62.5
11, R11I03, -11.832, -31.552, 62.5
11, R11I03, -22.76, -36.453, 62.5
11, R11I03, -28.578, -36.334, 62.5
11, R11I03, -27.675, -33.249, 62.5
11, R11I03, -24.559, -32.236, 62.5
11, R11I03, -73.471, -37.669, 62.5
11, R11I03, -74.067, -39.069, 62.5
11, R11I03, -76.55, -38.249, 62.5
11, R11I03, -80.03, -36.428, 62.5
11, R11I03, -82.39, -34.804, 62.5
11, R11I03, -87.54, -30.211, 62.5
11, R11I03, -89.59, -30.852, 62.5
11, R11I03, -92.16, -45.667, 62.5
11, R11I03, -90.79, -47.471, 62.5
11, R11I03, -84.17, -47.655, 62.5
11, R11I03, -84.24, -50.998, 62.5
11, R11I03, -85.62, -60.07, 62.5
11, R11I03, -74.488, -57, 62.5
11, R11I03, -59.441, -50.348, 62.5
11, R11I03, -61.702, -44.086, 62.5
11, R11I03, -68.19, -38.525, 62.5
11, R11I03, -71.15, -40.068, 62.5
11, R11I03, -71.901, -39.479, 62.5
11, R11I03, -72.833, -37.867, 62.5
11, R11I03, -73.471, -37.669, 62.5
11, R11I03, 104.8672, -2.509998, 60
11, R11I03, 104.6314, 7.973, 60
11, R11I03, 119.6363, 14.346, 60
11, R11I03, 134.306, 16.302, 60
11, R11I03, 139.159, 6.556999, 60
11, R11I03, 138.182, 2.883999, 60
11, R11I03, 127.602, -3.111, 60
11, R11I03, 121.6068, -8.140999, 60
11, R11I03, 113.585, -10.409, 60
11, R11I03, 110.1406, -8.625, 60
11, R11I03, 104.8672, -2.509998, 60
11, R11I03, -27.68, -28.868, 60
11, R11I03, -14.874, -25.49, 60
11, R11I03, -8.035999, -28.578, 60
11, R11I03, -3.540001, -31.297, 60
11, R11I03, -6.43, -32.634, 60
11, R11I03, -20.693, -37.425, 60
11, R11I03, -31.746, -38.645, 60
11, R11I03, -34.894, -38.898, 60
11, R11I03, -33.327, -31.323, 60
11, R11I03, -27.68, -28.868, 60
11, R11I03, -37.835, -37.455, 60
11, R11I03, -41.439, -35.421, 60
11, R11I03, -45.084, -36.5, 60
11, R11I03, -50.999, -37.007, 60
11, R11I03, -52.932, -39.524, 60
11, R11I03, -53.404, -41.303, 60
11, R11I03, -50.719, -44.468, 60
11, R11I03, -37.66, -40.625, 60
11, R11I03, -37.835, -37.455, 60
11, R11I03, -73.123, -32.325, 60
11, R11I03, -79.07, -31.08, 60
11, R11I03, -78.95, -32.766, 60
11, R11I03, -81.85, -31.043, 60
11, R11I03, -88.5, -26.516, 60
11, R11I03, -91.88, -33.366, 60
11, R11I03, -92.46, -46.59, 60
11, R11I03, -92.05, -47.264, 60
11, R11I03, -89.39, -48.003, 60
11, R11I03, -87.05, -49.183, 60
11, R11I03, -85.82, -51.51, 60
11, R11I03, -80.76, -59.89, 60
11, R11I03, -59.082, -51.43, 60
11, R11I03, -57.887, -49.238, 60
11, R11I03, -63.185, -37.117, 60
11, R11I03, -68.429, -32.995, 60
11, R11I03, -73.123, -32.325, 60
11, R11I03, 97.6342, 4.375999, 57.5
11, R11I03, 104.4632, 12.731, 57.5
11, R11I03, 123.2529, 17.392, 57.5
11, R11I03, 134.671, 17.329, 57.5
11, R11I03, 139.725, 2.089001, 57.5
11, R11I03, 134.166, -5.470001, 57.5
11, R11I03, 111.923, -13.109, 57.5
11, R11I03, 105.3654, -6.826, 57.5
11, R11I03, 97.6342, 4.375999, 57.5
11, R11I03, -14.794, -19.595, 57.5
11, R11I03, -2.114, -22.736, 57.5
11, R11I03, 4.375, -26.493, 57.5
11, R11I03, 5.297001, -31.014, 57.5
11, R11I03, -34.468, -41.058, 57.5
11, R11I03, -51.641, -46.436, 57.5
11, R11I03, -56.664, -35.589, 57.5
11, R11I03, -58.665, -30.958, 57.5
11, R11I03, -46.355, -28.903, 57.5
11, R11I03, -42.727, -27.711, 57.5
11, R11I03, -38.586, -26.681, 57.5
11, R11I03, -37.677, -28.866, 57.5
11, R11I03, -37, -31.869, 57.5
11, R11I03, -33.589, -24.536, 57.5
11, R11I03, -22.155, -21.019, 57.5
11, R11I03, -14.794, -19.595, 57.5
11, R11I03, -73.451, -26.809, 57.5
11, R11I03, -65.836, -29.139, 57.5
11, R11I03, -58.578, -44.812, 57.5
11, R11I03, -58.403, -51.26, 57.5
11, R11I03, -79.39, -59.58, 57.5
11, R11I03, -87.2, -61.43, 57.5
11, R11I03, -86.66, -51.38, 57.5
11, R11I03, -88.48, -50.646, 57.5
11, R11I03, -90.43, -48.299, 57.5
11, R11I03, -92.44, -47.339, 57.5
11, R11I03, -91.27, -26.821, 57.5
11, R11I03, -87.56, -22.743, 57.5
11, R11I03, -82.99, -26.591, 57.5
11, R11I03, -79.12, -25.62, 57.5
11, R11I03, -73.451, -26.809, 57.5
11, R11I03, 90.734, 7.894001, 55
11, R11I03, 87.9112, 11.041, 55
11, R11I03, 90.1466, 13.16, 55
11, R11I03, 106.7805, 19.273, 55
11, R11I03, 133.172, 19.777, 55
11, R11I03, 139.122, 6.974998, 55
11, R11I03, 137.655, -4.216, 55
11, R11I03, 130.212, -12.374, 55
11, R11I03, 121.456, -16.071, 55
11, R11I03, 110.8338, -14.054, 55
11, R11I03, 101.8137, -6.683998, 55
11, R11I03, 90.734, 7.894001, 55
11, R11I03, -17.829, -14.23, 55
11, R11I03, -7.273001, -16.148, 55
11, R11I03, -7.958, -14.757, 55
11, R11I03, -10.797, -11.953, 55
11, R11I03, -2.875, -11.124, 55
11, R11I03, 0.1060009, -13.568, 55
11, R11I03, 2.000999, -10.595, 55
11, R11I03, 5.247, -9.259998, 55
11, R11I03, 17.8032, -20.392, 55
11, R11I03, 9.252, -20.897, 55
11, R11I03, 8.048, -21.819, 55
11, R11I03, 13.105, -26.047, 55
11, R11I03, 16.3808, -23.519, 55
11, R11I03, 21.977, -28.926, 55
11, R11I03, 24.66784, -29.563, 55
11, R11I03, 28.63554, -31.485, 55
11, R11I03, 30.97052, -34.861, 55
11, R11I03, 20.6736, -32.696, 55
11, R11I03, 13.8246, -31.514, 55
11, R11I03, -23.737, -40.988, 55
11, R11I03, -50.858, -47.735, 55
11, R11I03, -57.129, -37.583, 55
11, R11I03, -61.731, -26.345, 55
11, R11I03, -56.816, -23.554, 55
11, R11I03, -45.944, -21.716, 55
11, R11I03, -46.572, -20.501, 55
11, R11I03, -48.171, -19.517, 55
11, R11I03, -47.502, -18.927, 55
11, R11I03, -44.946, -20.672, 55
11, R11I03, -40.064, -19.889, 55
11, R11I03, -38.106, -22.451, 55
11, R11I03, -36.4, -19.495, 55
11, R11I03, -25.143, -15.081, 55
11, R11I03, -20.176, -15.096, 55
11, R11I03, -17.829, -14.23, 55
11, R11I03, -73.375, -20.788, 55
11, R11I03, -66.944, -22.909, 55
11, R11I03, -60.917, -37.13, 55
11, R11I03, -59.701, -39.433, 55
11, R11I03, -58.2, -43.329, 55
11, R11I03, -57.361, -50.874, 55
11, R11I03, -85.78, -61.94, 55
11, R11I03, -88.33, -59.35, 55
11, R11I03, -89.2, -50.906, 55
11, R11I03, -91.11, -48.229, 55
11, R11I03, -92.19, -34.009, 55
11, R11I03, -87.67, -18.098, 55
11, R11I03, -84.57, -20.743, 55
11, R11I03, -79.45, -20.258, 55
11, R11I03, -73.375, -20.788, 55
11, R11I03, 100.8927, -7.293999, 52.5
11, R11I03, 91.689, -1.084, 52.5
11, R11I03, 86.1345, 11.144, 52.5
11, R11I03, 86.0004, 19.294, 52.5
11, R11I03, 101.3483, 23.784, 52.5
11, R11I03, 104.6224, 26.846, 52.5
11, R11I03, 108.4981, 25.506, 52.5
11, R11I03, 130.044, 23.411, 52.5
11, R11I03, 131.586, 23.11, 52.5
11, R11I03, 139.258, 8.477001, 52.5
11, R11I03, 139.095, -1.777, 52.5
11, R11I03, 135.641, -5.632, 52.5
11, R11I03, 132.927, -8.818001, 52.5
11, R11I03, 120.1036, -15.727, 52.5
11, R11I03, 111.6882, -14.259, 52.5
11, R11I03, 102.5503, -9.991001, 52.5
11, R11I03, 100.8927, -7.293999, 52.5
11, R11I03, 22.3788, -15.351, 52.5
11, R11I03, 21.7716, -17.705, 52.5
11, R11I03, 25.45401, -19.851, 52.5
11, R11I03, 23.26074, -21.194, 52.5
11, R11I03, 26.20049, -22.128, 52.5
11, R11I03, 30.40649, -24.425, 52.5
11, R11I03, 40.0104, -29.976, 52.5
11, R11I03, 47.6882, -28.568, 52.5
11, R11I03, 50.0421, -30.319, 52.5
11, R11I03, 44.3583, -31.899, 52.5
11, R11I03, 36.504, -32.88, 52.5
11, R11I03, 28.85632, -36.317, 52.5
11, R11I03, 18.7623, -34.159, 52.5
11, R11I03, -13.255, -40.19, 52.5
11, R11I03, -34.642, -44.403, 52.5
11, R11I03, -55.605, -46.978, 52.5
11, R11I03, -56.216, -45.014, 52.5
11, R11I03, -56.621, -49.685, 52.5
11, R11I03, -57.864, -52.37, 52.5
11, R11I03, -86.07, -62.81, 52.5
11, R11I03, -88.92, -60.53, 52.5
11, R11I03, -90.51, -51.37, 52.5
11, R11I03, -91.81, -48.211, 52.5
11, R11I03, -92.74, -38.115, 52.5
11, R11I03, -91.31, -23.532, 52.5
11, R11I03, -84.87, -14.63, 52.5
11, R11I03, -79.65, -16.174, 52.5
11, R11I03, -72.214, -15.066, 52.5
11, R11I03, -63.347, -32.117, 52.5
11, R11I03, -61.604, -34.698, 52.5
11, R11I03, -62.643, -18.954, 52.5
11, R11I03, -60.073, -15.631, 52.5
11, R11I03, -54.576, -10.906, 52.5
11, R11I03, -51.726, -13.215, 52.5
11, R11I03, -41.768, -12.711, 52.5
11, R11I03, -38.928, -12.301, 52.5
11, R11I03, -28.669, -9.362, 52.5
11, R11I03, -24.471, -9.525002, 52.5
11, R11I03, -25.398, -8.041, 52.5
11, R11I03, -26.493, -7.435001, 52.5
11, R11I03, -25.544, -5.949001, 52.5
11, R11I03, -16.683, -5.168999, 52.5
11, R11I03, -15.635, -6.917999, 52.5
11, R11I03, -14.57, -4.159, 52.5
11, R11I03, -5.896, -2.115002, 52.5
11, R11I03, -3.698, -2.778, 52.5
11, R11I03, -2.142, 0.086, 52.5
11, R11I03, 11.74, 4.419998, 52.5
11, R11I03, 14.5124, 1.728001, 52.5
11, R11I03, 20.9165, -12.382, 52.5
11, R11I03, 22.3788, -15.351, 52.5
11, R11I03, 89.2007, 1.411999, 50
11, R11I03, 82.6637, 19.455, 50
11, R11I03, 89.5397, 25.627, 50
11, R11I03, 105.4926, 30.235, 50
11, R11I03, 106.9824, 30.429, 50
11, R11I03, 106.229, 32.961, 50
11, R11I03, 107.4551, 32.144, 50
11, R11I03, 108.4096, 30.596, 50
11, R11I03, 111.0934, 34.391, 50
11, R11I03, 116.7979, 31.971, 50
11, R11I03, 116.6153, 30.772, 50
11, R11I03, 129.009, 27.903, 50
11, R11I03, 136.147, 15.706, 50
11, R11I03, 140.029, 0.6870003, 50
11, R11I03, 139.293, -1.605999, 50
11, R11I03, 136.468, -6.243999, 50
11, R11I03, 135.415, -8.521, 50
11, R11I03, 129.645, -12.973, 50
11, R11I03, 127.989, -15.877, 50
11, R11I03, 115.8213, -16.201, 50
11, R11I03, 112.7272, -15.183, 50
11, R11I03, 101.0338, -12.916, 50
11, R11I03, 97.3821, -6.793999, 50
11, R11I03, 89.2007, 1.411999, 50
11, R11I03, 31.32709, -10.823, 50
11, R11I03, 37.9036, -18.26, 50
11, R11I03, 37.15, -19.895, 50
11, R11I03, 36.2607, -20.731, 50
11, R11I03, 50.0003, -20.91, 50
11, R11I03, 55.646, -24.424, 50
11, R11I03, 56.7898, -26.868, 50
11, R11I03, 44.3167, -33.627, 50
11, R11I03, 35.8758, -34.928, 50
11, R11I03, 24.06949, -36.412, 50
11, R11I03, -23.01, -41.679, 50
11, R11I03, -54.26, -51.69, 50
11, R11I03, -88.07, -63.64, 50
11, R11I03, -89.14, -57.24, 50
11, R11I03, -92.92, -49.892, 50
11, R11I03, -94.97, -49.111, 50
11, R11I03, -93.97, -28.369, 50
11, R11I03, -86.34, -14.315, 50
11, R11I03, -84.34, -11.072, 50
11, R11I03, -75.956, -9.823002, 50
11, R11I03, -69.227, -11.262, 50
11, R11I03, -63.681, -25.015, 50
11, R11I03, -63.417, -23.992, 50
11, R11I03, -65.131, -15.987, 50
11, R11I03, -66.362, -11.753, 50
11, R11I03, -63.083, -8.907001, 50
11, R11I03, -62.362, -4.659, 50
11, R11I03, -63.05, -1.743, 50
11, R11I03, -58.604, 4.335999, 50
11, R11I03, -51.281, 1.097, 50
11, R11I03, -46.109, -3.126999, 50
11, R11I03, -43.814, -4.625999, 50
11, R11I03, -40.302, 10.623, 47.5
11, R11I03, -37.772, 9.828999, 47.5
11, R11I03, -26.234, 15.115, 47.5
11, R11I03, -13.984, 13.816, 47.5
11, R11I03, -10.132, 14.278, 47.5
11, R11I03, 9.975, 18.036, 47.5
11, R11I03, 21.5251, 9.389999, 47.5
11, R11I03, 36.832, -8.257, 47.5
11, R11I03, -21.676, 22.175, 45
11, R11I03, -12.111, 19.913, 45
11, R11I03, -9.535999, 20.734, 45
11, R11I03, 19.6667, 21.289, 45
11, R11I03, 37.9264, -1.941002, 45
11, R11I03, 45.4989, -6.417, 45
11, R11I03, 49.9602, -6.928001, 45
11, R11I03, 65.7959, -6.375, 45
11, R11I03, 67.7458, -4.936001, 45
11, R11I03, 72.0417, -3.573002, 45
11, R11I03, 75.61411, -6.787998, 45
11, R11I03, 78.7349, -12.493, 45
11, R11I03, 69.1317, -22.729, 45
11, R11I03, 54.7658, -29.77, 45
11, R11I03, 38.2698, -36.755, 45
11, R11I03, 11.757, -37.007, 45
11, R11I03, -47.836, -51.23, 45
11, R11I03, -86.08, -64.68, 45
11, R11I03, -90.24, -62.35, 45
11, R11I03, -92.64, -56.88, 45
11, R11I03, -92.85, -50.792, 45
11, R11I03, -95.89, -48.044, 45
11, R11I03, -92.95, -21.851, 45
11, R11I03, -83.03, -5.498001, 45
11, R11I03, -74.877, 2.626999, 45
11, R11I03, -72.524, -2.793999, 45
11, R11I03, -72.088, -2.057999, 45
11, R11I03, -72.499, 6.935001, 45
11, R11I03, -71.612, 6.959, 45
11, R11I03, -72.514, 9.335999, 45
11, R11I03, -63.798, 18.645, 45
11, R11I03, -50.731, 17.597, 45
11, R11I03, -48.421, 17.433, 45
11, R11I03, -45.673, 16.125, 45
11, R11I03, -44.638, 17.652, 45
11, R11I03, -27.035, 21.708, 45
11, R11I03, -21.676, 22.175, 45
11, R11I03, 83.5184, 9.508999, 45
11, R11I03, 68.1783, 35.792, 45
11, R11I03, 67.8122, 40.3792, 45
11, R11I03, 75.375, 42.7479, 45
11, R11I03, 84.7529, 44.0748, 45
11, R11I03, 87.03111, 42.3091, 45
11, R11I03, 86.1798, 44.2539, 45
11, R11I03, 94.4913, 49.36127, 45
11, R11I03, 96.6772, 48.65988, 45
11, R11I03, 97.1648, 49.35921, 45
11, R11I03, 104.1004, 51.96454, 45
11, R11I03, 122.6085, 42.3559, 45
11, R11I03, 137.793, 14.316, 45
11, R11I03, 138.336, -4.578999, 45
11, R11I03, 134.559, -10.576, 45
11, R11I03, 131.286, -13.194, 45
11, R11I03, 128.442, -16.22, 45
11, R11I03, 117.147, -17.422, 45
11, R11I03, 107.1538, -14.778, 45
11, R11I03, 91.6307, -16.567, 45
11, R11I03, 83.8308, -18.142, 45
11, R11I03, 82.69621, -17.425, 45
11, R11I03, 89.1096, -10.554, 45
11, R11I03, 83.5184, 9.508999, 45
11, R11I03, 115.3115, 65.0263, 45
11, R11I03, 114.5536, 64.0146, 45
11, R11I03, 113.6345, 61.0174, 45
11, R11I03, 110.973, 62.8993, 45
11, R11I03, 107.8185, 57.78265, 45
11, R11I03, 115.5579, 55.54616, 45
11, R11I03, 115.3829, 57.7765, 45
11, R11I03, 115.9156, 58.22308, 45
11, R11I03, 117.3709, 57.36174, 45
11, R11I03, 115.3115, 65.0263, 45
11, R11I03, -6.521, 29.11, 42.5
11, R11I03, 18.7679, 29.609, 42.5
11, R11I03, 35.6245, 8.105, 42.5
11, R11I03, 48.6719, 5.902, 42.5
11, R11I03, 53.2288, 3.285, 42.5
11, R11I03, 57.9525, 4.762001, 42.5
11, R11I03, 66.6846, 6.998001, 42.5
11, R11I03, 71.3414, 6.287998, 42.5
11, R11I03, 75.059, 9.807999, 42.5
11, R11I03, 75.7436, 9.332001, 42.5
11, R11I03, 76.2578, 7.668999, 42.5
11, R11I03, 77.0044, 10.484, 42.5
11, R11I03, 78.7576, 13.098, 42.5
11, R11I03, 59.9256, 44.288, 42.5
11, R11I03, 60.7954, 47.2331, 42.5
11, R11I03, 79.6039, 54.44755, 42.5
11, R11I03, 81.5624, 52.33015, 42.5
11, R11I03, 82.3831, 54.75321, 42.5
11, R11I03, 87.5806, 58.36444, 42.5
11, R11I03, 90.9305, 55.86653, 42.5
11, R11I03, 91.7935, 56.74137, 42.5
11, R11I03, 90.8176, 57.6795, 42.5
11, R11I03, 92.355, 58.91594, 42.5
11, R11I03, 95.3595, 58.38965, 42.5
11, R11I03, 98.0907, 57.20809, 42.5
11, R11I03, 95.9026, 59.3826, 42.5
11, R11I03, 93.4453, 64.9152, 42.5
11, R11I03, 104.2995, 73.4204, 42.5
11, R11I03, 107.3327, 72.3106, 42.5
11, R11I03, 108.7166, 74.0635, 42.5
11, R11I03, 112.8147, 74.7868, 42.5
11, R11I03, 115.5898, 65.5038, 42.5
11, R11I03, 133.75, 20.884, 42.5
11, R11I03, 136.714, 18.579, 42.5
11, R11I03, 140.65, 5.289001, 42.5
11, R11I03, 137.783, -7.514999, 42.5
11, R11I03, 130.203, -15.765, 42.5
11, R11I03, 123.57, -18.299, 42.5
11, R11I03, 104.504, -16.109, 42.5
11, R11I03, 85.093, -17.968, 42.5
11, R11I03, 66.295, -23.709, 42.5
11, R11I03, 58.6093, -27.148, 42.5
11, R11I03, 43.3143, -36.818, 42.5
11, R11I03, 18.7554, -37.613, 42.5
11, R11I03, -31.337, -46.672, 42.5
11, R11I03, -89.7, -65.54, 42.5
11, R11I03, -94.55, -63.81, 42.5
11, R11I03, -94.28, -57.04, 42.5
11, R11I03, -93.48, -51.91, 42.5
11, R11I03, -96.91, -47.259, 42.5
11, R11I03, -96.72, -38.669, 42.5
11, R11I03, -95.57, -27.093, 42.5
11, R11I03, -91.76, -15.507, 42.5
11, R11I03, -87.1, -7.286999, 42.5
11, R11I03, -77.12, 0.8380013, 42.5
11, R11I03, -75.24, 7.570999, 42.5
11, R11I03, -71.841, 11.145, 42.5
11, R11I03, -65.323, 25.333, 42.5
11, R11I03, -61.535, 29.045, 42.5
11, R11I03, -57.797, 29.035, 42.5
11, R11I03, -51.457, 27.014, 42.5
11, R11I03, -49.557, 27.955, 42.5
11, R11I03, -47.903, 27.238, 42.5
11, R11I03, -46.439, 28.384, 42.5
11, R11I03, -6.521, 29.11, 42.5
11, R11I03, -5.000999, 41.1541, 40
11, R11I03, 13.5987, 45.3528, 40
11, R11I03, 15.385, 44.4372, 40
11, R11I03, 16.7363, 45.9859, 40
11, R11I03, 25.06254, 40.362, 40
11, R11I03, 33.39374, 23.892, 40
11, R11I03, 39.2818, 23.103, 40
11, R11I03, 54.524, 13.378, 40
11, R11I03, 67.4932, 7.083, 40
11, R11I03, 71.8441, 6.442001, 40
11, R11I03, 73.7735, 10.484, 40
11, R11I03, 74.0334, 13.031, 40
11, R11I03, 70.8172, 24.08, 40
11, R11I03, 59.2678, 37.297, 40
11, R11I03, 59.7153, 37.615, 40
11, R11I03, 63.0104, 34.34, 40
11, R11I03, 52.7896, 47.1634, 40
11, R11I03, 58.445, 58.128, 40
11, R11I03, 75.2136, 63.0253, 40
11, R11I03, 78.4793, 61.287, 40
11, R11I03, 78.1601, 64.1611, 40
11, R11I03, 83.0431, 64.9061, 40
11, R11I03, 82.7029, 66.2302, 40
11, R11I03, 86.8657, 68.7587, 40
11, R11I03, 84.194, 68.6972, 40
11, R11I03, 83.4504, 69.4767, 40
11, R11I03, 80.7949, 70.673, 40
11, R11I03, 83.3151, 74.4259, 40
11, R11I03, 95.0689, 83.8578, 40
11, R11I03, 102.6118, 82.7843, 40
11, R11I03, 102.9573, 87.75961, 40
11, R11I03, 107.8345, 92.4287, 40
11, R11I03, 111.6335, 82.3105, 40
11, R11I03, 117.0698, 60.0331, 40
11, R11I03, 128.845, 28.825, 40
11, R11I03, 140.806, 6.094002, 40
11, R11I03, 138.569, -8.014, 40
11, R11I03, 133.215, -15.656, 40
11, R11I03, 111.8404, -18.433, 40
11, R11I03, 101.2042, -16.836, 40
11, R11I03, 84.0054, -18.506, 40
11, R11I03, 61.6105, -25.693, 40
11, R11I03, 53.3828, -32.944, 40
11, R11I03, 39.4737, -38.156, 40
11, R11I03, 25.22145, -38.691, 40
11, R11I03, -29.965, -46.343, 40
11, R11I03, -88.01, -66.76, 40
11, R11I03, -94.73, -65.42, 40
11, R11I03, -95.62, -64.78, 40
11, R11I03, -93.85, -54.27, 40
11, R11I03, -95.83, -49.959, 40
11, R11I03, -97.41, -38.587, 40
11, R11I03, -97.52, -31.872, 40
11, R11I03, -94.41, -22.59, 40
11, R11I03, -84.31, -2.307999, 40
11, R11I03, -77.16, 6.919998, 40
11, R11I03, -66.412, 25.773, 40
11, R11I03, -57.015, 36.131, 40
11, R11I03, -53.832, 33.247, 40
11, R11I03, -53.24, 33.873, 40
11, R11I03, -52.806, 35.587, 40
11, R11I03, -49.072, 33.391, 40
11, R11I03, -48.505, 33.991, 40
11, R11I03, -48.192, 35.499, 40
11, R11I03, -27.585, 34.851, 40
11, R11I03, -20.845, 38.619, 40
11, R11I03, -11.68, 39.3813, 40
11, R11I03, -5.000999, 41.1541, 40
11, R11I03, 49.6569, 54.6966, 40
11, R11I03, 46.7055, 55.59266, 40
11, R11I03, 45.8811, 52.83929, 40
